sku;stock;currency;price;title;manufacturer;msku;ean;egId;lwg1;availability;weight;width;depth;height;externalStock
102311;0;EUR;32.86;geluidskaart ASUS Xonar DGX PCI-Express;ASUS;90-YAA0Q1-0UAN0BZ;4716659121008;84733020;Soundkarten;K;0.360;0.240;0.165;0.060;0
102327;1;EUR;24.92;Toner Samsung Pelikan 3502b CLT-K4072S comp. zwart;Pelikan;4214218;4018474214218;84439990;Toner Samsung;B;0.822;0.130;0.355;0.180;0
102328;0;EUR;99999.99;Toner Samsung Pelikan 3502c CLT-C4072S comp. cyan;Pelikan;4214225;4018474214225;84439990;Toner Samsung;K;0.772;0.130;0.355;0.180;0
102329;0;EUR;99999.99;Toner Samsung Pelikan 3502m CLT-M4072S comp. magenta;Pelikan;4214232;4018474214232;84439990;Toner Samsung;K;0.762;0.180;0.360;0.130;0
102330;0;EUR;99999.99;Toner Samsung Pelikan 3502y CLT-Y4072S comp. yellow;Pelikan;4214249;4018474214249;84439990;Toner Samsung;K;0.768;0.180;0.350;0.130;0
102331;0;EUR;99999.99;Toner HP CE260A comp. Pelikan 1223b zwart;Pelikan;4213990;4018474213990;84439990;Toner HP;K;1.509;0.240;0.380;0.140;0
102332;0;EUR;99999.99;Toner HP CE261A comp. Pelikan 1223c cyan;Pelikan;4214003;4018474214003;84439990;Toner HP;K;1.549;0.140;0.385;0.250;0
102333;0;EUR;99999.99;Toner HP CE263A comp. Pelikan 1223m magenta;Pelikan;4214010;4018474214010;84439990;Toner HP;K;1.527;0.140;0.385;0.250;0
102334;0;EUR;99999.99;Toner HP CE262A comp. Pelikan 1223y yellow;Pelikan;4214027;4018474214027;84439990;Toner HP;K;1.532;0.140;0.385;0.245;0
102364;0;EUR;99999.99;EPSON AcuLaser M2400DT;Epson;C11CB47071BY;8715946478913;84433210;Laserdrucker;K;11.500;0.000;0.000;0.000;0
102365;0;EUR;99999.99;EPSON AcuLaser C2900N DIN A4;Epson;C11CB74001;8715946484457;84433210;Laserdrucker;K;18.400;0.000;0.000;0.000;0
102367;0;EUR;99999.99;EPSON AcuLaser CX29DNF (pallet zending);Epson;C11CB74021BZ;;84433100;Multifunktionsgeräte;K;41.840;0.725;0.765;1.400;0
102374;292;EUR;6.79;EQUIP Patchkabel Cat6A S/FTP 2xRJ45  5.0m wit plat;Equip;607814;4015867170762;85444210;Cat6 Kabel;B;0.093;0.159;0.198;0.018;0
102375;91;EUR;10.99;EQUIP Patchkabel Cat6A S/FTP 2xRJ45 10.0m wit plat;Equip;607816;4015867170779;85444210;Cat6 Kabel;B;0.180;0.170;0.170;0.050;0
102376;300;EUR;2.79;EQUIP Patchkabel Cat6A S/FTP 2xRJ45  0.5m wit plat;Equip;607817;4015867170717;85444210;Cat6 Kabel;B;0.017;0.088;0.135;0.015;0
102383;33;EUR;115.93;Tandberg RDX 1 TB   Cartridge HDD;Tandberg;8586-RDX;7050779085862;84717050;RDX;B;0.366;0.116;0.187;0.063;0
102385;0;EUR;223.75;"Newstar TIS 10""-30"" 1TFT 3gewrichten zilver 9KG FPMA-D945";Newstar;FPMA-D945;8717371443658;84733080;Tischhalter;K;7.320;0.210;0.420;0.500;0
102418;0;EUR;229.90;Cisco SMB VOIP telefoon SPA525G2;Cisco Small Business;SPA525G2;882658805042;85176200;VoiceOverIP;K;1.185;0.294;0.373;0.063;0
102458;0;EUR;99999.99;"Intenso 6.3cm (2,5"")   1TB intern retail";Intenso;6501161;4034303015382;84717050;"Festplatten 2.5""";K;0.249;0.200;0.146;0.081;0
102476;6;EUR;121.64;DDR3 16GB PC19200 CL10 G.Skill KIT (2x8GB) 16GTX TridentX;G.Skill;F3-2400C10D-16GTX;4711148598910;84733020;Speichermodule;B;0.210;0.215;0.138;0.020;0
102482;0;EUR;99999.99;HP 3 jarens Care Pack U6578A NBD 9x5 4xx physikalisch;Hewlett & Packard INC.;U6578A;829160016474;85234920;Notebookzubehör;K;0.134;0.145;0.210;0.010;0
102485;0;EUR;1.36;LogiLink Kabelhalter zwart/wit 6 stuks;Logilink;KAB0009;4052792008234;84735080;Kabel;K;0.055;0.115;0.175;0.025;0
102486;0;EUR;99999.99;LogiLink Kabelhalter bunt (roze/groen/geel) 6 stuks;Logilink;KAB0010;4052792008241;84735080;Kabel;K;0.051;0.115;0.178;0.020;0
102487;49;EUR;3.52;LogiLink Kabelspiralschlauch grijs 2,5m;Logilink;KAB0013;4052792000719;84735080;Kabel;B;0.340;0.270;0.330;0.070;0
102488;3;EUR;3.00;LogiLink Kabelspiralschlauch grijs 1,5m;Logilink;KAB0014;4052792000726;84735080;Kabel;B;0.300;0.270;0.330;0.070;0
102489;0;EUR;3.95;LogiLink Kabelbinder met Klettverschluss geel 10 stuks;Logilink;KAB0015;4052792000733;84735080;Kabel;K;0.072;0.281;0.100;0.025;0
102490;0;EUR;2.54;LogiLink Kabelbinder met Klettverschluss roze 10 stuks;Logilink;KAB0016;4052792000740;84735080;Kabel;K;0.062;0.150;0.340;0.020;0
102491;5;EUR;2.04;LogiLink Kabelbinder Set bunt 300 stuks;Logilink;KAB0017;4052792000757;84735080;Kabel;B;0.187;0.075;0.215;0.075;0
102503;17;EUR;2.99;Lader USB Conceptronic Car Charger 1A;Conceptronic;CUSBCAR1A;8714909023375;85044030;Handy KFZ Ladegeräte;B;0.035;0.111;0.201;0.038;0
102506;300;EUR;3.49;Lader Conceptronic USB Tablet Charger 2 USB CUSBCAR2A;Conceptronic;CUSBCAR2A;8714909023399;85044030;Handy KFZ Ladegeräte;B;0.026;0.177;0.108;0.046;0
102516;33;EUR;3.29;muis Conceptronic CLLM3BDESK   optical USB zwart;Conceptronic;CLLM3BDESK;8714909023436;84716070;Mäuse;B;0.120;0.225;0.143;0.066;0
102522;0;EUR;99999.99;Server ZUB Super Micro  PWS-465PQ;Super Micro;PWS-465PQ;;84714100;Netzteile PC;K;2.260;0.090;0.220;0.150;0
102575;0;EUR;100.25;AG neovo L-W22    54,6cm 16:9   black;Neovo;LW220011E0100;4710739591835;85285210;TFT-Monitore;K;4.160;0.370;0.555;0.120;0
102576;0;EUR;130.25;AG neovo L-W24    59,9cm 16:9   black;Neovo;LW24A011E0100;4710739591842;85285210;TFT-Monitore;K;4.877;0.131;0.626;0.426;0
102577;0;EUR;180.25;AG neovo L-W27    68,6cm 16:9   black;Neovo;LW270011E0100;4710739591910;85285210;TFT-Monitore;K;7.440;0.520;0.730;0.150;0
102581;19;EUR;516.25;AG neovo X-24W    59,9cm 16:9   white;Neovo;X24000A1E0100;4710739592023;85285210;TFT-Monitore;B;10.421;0.222;0.663;0.515;0
102601;0;EUR;99999.99;Server HP TPM modulee Kit                          488069-B21;Hewlett & Packard Enterprise;488069-B21;884420012498;84714100;Server Zubehör;K;0.216;0.220;0.252;0.066;0
102613;0;EUR;99999.99;Server HP Smart Array P421/1GB FBWC Controller    631673-B21;Hewlett & Packard Enterprise;631673-B21;885631852910;84714100;Server Zubehör;K;0.388;0.228;0.255;0.066;0
102614;0;EUR;99999.99;Server HP Smart Array P421/2GB FBWC Controller    631674-B21;Hewlett & Packard Enterprise;631674-B21;885631852927;84715000;Server Zubehör;K;0.380;0.223;0.251;0.066;0
102615;0;EUR;99999.99;Server HP 1GB FBWC for P-Series Smart Array       631679-B21;Hewlett & Packard Enterprise;631679-B21;4948382764300;84714100;Server Zubehör;K;0.199;0.142;0.168;0.066;0
102634;0;EUR;99999.99;Server HP Ethernet 1Gb 4-port 331T Adapter        647594-B21;Hewlett & Packard Enterprise;647594-B21;4948382807205;84714100;Server Zubehör;K;0.279;0.225;0.254;0.063;0
102639;0;EUR;99999.99;Server HP 16GB 2Rx4 PC3L-10600R-9 Kit             647901-B21;Hewlett & Packard Enterprise;647901-B21;886111439478;84733020;Speichermodule;K;0.041;0.073;0.186;0.015;0
102660;0;EUR;99999.99;Server HP 1TB 6G SAS 7.2K 3.5in SC MDL HDD        652753-B21;Hewlett & Packard Enterprise;652753-B21;4948382820273;84714100;Server Harddrive;K;0.969;0.279;0.146;0.221;0
102661;0;EUR;99999.99;Server HP 2TB 6G SAS 7.2K 3.5in SC MDL HDD        652757-B21;Hewlett & Packard Enterprise;652757-B21;886111588275;84714100;Server Harddrive;K;0.996;0.220;0.278;0.147;0
102676;0;EUR;99999.99;Server HP 1TB 6G SATA 7.2k 2.5in SC MDL HDD       655710-B21;Hewlett & Packard Enterprise;655710-B21;886111651078;84714100;Server Harddrive;K;0.368;0.190;0.221;0.137;0
102680;0;EUR;99999.99;Server HP 460W CS Plat PL Ht Plg Pwr Supply Kit   656362-B21;Hewlett & Packard Enterprise;656362-B21;;85044030;Server Netzteile;K;1.446;0.187;0.393;0.150;0
102681;0;EUR;99999.99;Server HP 750W CS Plat PL Ht Plg Pwr Supply Kit   656363-B21;Hewlett & Packard Enterprise;656363-B21;4948382827135;84715000;Server Harddrive;K;1.496;0.195;0.401;0.150;0
102684;0;EUR;99999.99;Server HP 500GB 6G SATA 7.2k 3.5in SC MDL HDD     658071-B21;Hewlett & Packard Enterprise;658071-B21;4948382831316;84714100;Server Harddrive;K;0.917;0.220;0.278;0.147;0
102706;0;EUR;99999.99;Server HP 380/385 Gen8 8-SFF Cage/Bkpln Kit       662883-B21;Hewlett & Packard Enterprise;662883-B21;4948382907868;84717050;Server Zubehör;K;1.265;0.210;0.273;0.107;0
102719;0;EUR;99999.99;Server HP 2U Security Bezel Kit                   666988-B21;Hewlett & Packard Enterprise;666988-B21;4948382861849;84715000;Server Zubehör;K;0.607;0.154;0.473;0.056;0
102733;3;EUR;16.97;Netzteil LC-Power 200W SFX LC200SFX 8cm koeler V3.21;LC-POWER;LC200SFX;4260070122699;85044030;Netzteile PC;B;1.014;0.139;0.165;0.074;0
102738;15;EUR;12.50;USB-Stick  64GB Verbatim 2.0 Pin Stripe zwart retail;Verbatim;49065;23942490654;85235110;USB-Speicher;B;0.018;0.135;0.090;0.010;0
102772;0;EUR;31.85;Bluewalker USV Powerwalker VFD 600  Offline 2x IEC;Bluewalker;10120404;4260074974911;85044030;USVs;K;3.160;0.280;0.290;0.120;0
102773;0;EUR;36.32;Bluewalker USV Powerwalker VFD 800  Offline 2x IEC;Bluewalker;10120405;4260074973839;85044030;USVs;K;3.557;0.123;0.296;0.283;0
102784;0;EUR;99999.99;Technaxx Aktivbox MusicMan Mini Wireless Soundst BT-X2 zwart.;Technaxx;3807;4260101739254;85182100;Aktivboxen Mobil;K;0.180;0.050;0.090;0.050;0
102785;0;EUR;99999.99;Technaxx Aktivbox MusicMan Mini Wireless Soundst BT-X2 Grün;Technaxx;3811;4260101739292;85182100;Aktivboxen Mobil;K;0.180;0.050;0.090;0.050;0
102786;0;EUR;99999.99;Technaxx Aktivbox MusicMan Mini Wireless Soundst BT-X2 blauw;Technaxx;3808;4260101739261;85182100;Aktivboxen Mobil;K;0.180;0.050;0.090;0.050;0
102787;0;EUR;99999.99;Technaxx Aktivbox MusicMan Mini Wireless Soundst BT-X2 roze;Technaxx;3810;4260101739285;85182100;Aktivboxen Mobil;K;0.180;0.050;0.090;0.050;0
102788;0;EUR;99999.99;Technaxx Aktivbox MusicMan Mini Wireless Soundst BT-X2 sil.;Technaxx;3809;4260101739278;85182100;Aktivboxen Mobil;K;0.180;0.050;0.090;0.050;0
102800;20;EUR;157.12;HP 3 jarens Care Pack U1H64E NBD 9x5 LJ M475MFP;Hewlett & Packard INC.;U1H64E;;85234920;Garantie virtuell;B;0.100;0.000;0.000;0.000;0
102804;0;EUR;158.20;Server ZUB Super Micro  PWS-1K21P-1R;Super Micro;PWS-1K21P-1R;672042041862;84735080;Netzteile PC;W;1.560;0.075;0.365;0.040;0
102805;300;EUR;25.98;WL-Router  ASUS RT-N12 N300;ASUS;90-IG10002MB0-3PA0-;4716659335696;85176200;Wireless Router;B;0.580;0.213;0.285;0.063;0
102820;0;EUR;4.69;LogiLink USB Sync-und oplaadkabel iPod und iPhone blauw 1,0m;Logilink;UA0164;4052792002515;85444290;Apple Zubehör;K;0.036;0.091;0.180;0.025;0
102822;0;EUR;4.63;LogiLink USB Sync-und oplaadkabel iPod und iPhone roze 1,0m;Logilink;UA0166;4052792002539;85444290;Apple Zubehör;K;0.035;0.091;0.180;0.025;0
102827;0;EUR;17.90;"LogiLink Quickport USB 3.0 voor 2,5""+3,5"" SATA HDD rit/wit";Logilink;QP0018;4052792000320;84733080;Dockingstation;K;0.630;0.107;0.174;0.175;0
102828;0;EUR;18.21;"LogiLink Quickport USB 3.0 voor 2,5""+3,5"" SATA HDD blauw/wit";Logilink;QP0019;4052792000337;84733080;Dockingstation;K;0.366;0.175;0.175;0.110;0
102833;0;EUR;45.35;Allied Telesis Media Conv. AT-MC101XL 100TX - 100FX(ST);Allied Telesis;AT-MC101XL-60;767035123394;2147483647;Konverter;K;0.786;0.157;0.284;0.086;0
102860;0;EUR;15.30;muis CHERRY MW 3000 wireless;Cherry;JW-T0100;4025112076657;84716070;Mäuse;W;0.200;0.120;0.252;0.085;0
102895;3;EUR;2.39;Kleurenlint Seikosh.SP 800/1600   comp. black;KMP Printtechnik AG;678,0501;4011324678055;84439990;Farbband;B;0.120;0.086;0.305;0.043;0
10296;0;EUR;99999.99;Brother papierinvoer LT-400;Brother;LT400Z1;4977766527231;84439990;Druckerzubehör;K;4.100;0.420;0.430;0.190;0
102984;0;EUR;99999.99;Server ASUS Cage Kit HDD Cage Kit T50A;ASUS;90-S000H6390T;4719543073216;84733080;Server Zubehör;K;1.413;0.167;0.235;0.165;0
102991;0;EUR;11.90;LogiLink Grabber USB Audio & Video m. Snapshot;Logilink;VG0005B;4052792002102;84733020;Video Schnittkarten;K;0.180;0.139;0.227;0.055;0
102992;0;EUR;99999.99;papierinvoer 250 Pag. HP Offj. pro 8100   CQ696A;Hewlett & Packard INC.;CQ696A;886111700493;84439990;Druckerzubehör;K;3.540;0.500;0.560;0.135;0
102998;295;EUR;4.79;ASSMANN DisplayPort Adapter DPort -> HDMI St/Bu Polybeutel;Digitus;AK-340602-000-S;4016032289715;84718000;Displayport-Adapter;B;0.022;0.093;0.131;0.028;0
103037;0;EUR;99999.99;"NB tas Port Dubai 39,6cm (15,6"")";Port;150023;3567041500236;42021291;Notebooktaschen;K;1.220;0.345;0.450;0.100;0
103040;25;EUR;6.39;USB-Stick  16GB Verbatim 3.0 Store'n Go V3 zwart retail;Verbatim;49172;23942491729;85235110;USB-Speicher;B;0.041;0.091;0.133;0.013;0
103041;67;EUR;8.50;USB-Stick  32GB Verbatim 3.0 Store'n Go V3 zwart retail;Verbatim;49173;23942491736;85235110;USB-Speicher;B;0.034;0.091;0.133;0.013;0
103042;60;EUR;5.75;USB-Stick   8GB Verbatim 3.0 Store'n Go V3 zwart retail;Verbatim;49171;23942491712;85235110;USB-Speicher;B;0.042;0.091;0.134;0.010;0
103045;0;EUR;256.89;KVM Extender LevelOne IP KVM-9009;Level One;KVM-9009;4015867164853;84719000;KVM Switches;K;0.860;0.190;0.248;0.085;0
103046;255;EUR;4.49;Headset ultron UHS-400 Elegance MultimediaHeadset VoiP;Ultron;103046;4040895030467;85183095;Headsets;B;0.381;0.286;0.221;0.096;0
103049;0;EUR;99999.99;DVD-Ram Verbatim 4,7 GB 3x  5pcs Cartridge T4;Verbatim;43491;23942434917;85234190;DVD-Medien;K;0.000;0.000;0.000;0.000;0
103079;13;EUR;3.40;stekker omlijsting BAT       6lade  1.4m wit met schakelaar;Brennenstuhl;1550620416;4007123560059;85366990;Steckdosenleisten;B;0.422;0.083;0.357;0.081;0
103114;0;EUR;14.12;Server Koeler Super Micro  SNK-P0048P S2011 2U Passiv;Super Micro;SNK-P0048P;672042093823;84733080;Server Zubehör;K;0.398;0.117;0.117;0.100;0
103129;45;EUR;12.24;"ultron tap stand voor Tablets tot max 10.1""";Ultron;103129;4040895031297;83040000;Tablet PC Zubehör;B;0.273;0.152;0.250;0.048;0
103131;0;EUR;99999.99;Server ZUB Super Micro  FAN-0082L4;Super Micro;FAN-0082L4;672042022403;84735080;Server Zubehör;K;0.329;0.150;0.160;0.063;0
103133;4;EUR;28.90;Bluray Verbatim 50GB 10pcs Jew.C 6x Wide printable No ID;Verbatim;43736;23942437369;85234190;Bluray Medien;B;0.906;0.111;0.147;0.132;0
103134;12;EUR;25.89;Bluray Verbatim 50GB 10pcs Spindel 6x White Blue;Verbatim;43746;23942437468;85234190;Bluray Medien;B;0.240;0.140;0.140;0.033;0
103135;7;EUR;21.25;Bluray Verbatim 50GB  5pcs JewelC. 2x White Blue;Verbatim;43760;23942437604;85234190;Bluray Medien;B;0.480;0.145;0.130;0.055;0
103153;0;EUR;99999.99;Server MB Super Micro 2xLGA 2011/E-ATX/4x1Gb LAN X9DRI-LN4F+;Super Micro;MBD-X9DRI-LN4F+-O;672042094240;84735080;Mainboards INTEL;K;2.259;0.383;0.467;0.094;0
103157;20;EUR;2.50;CD-R Philips 700MB 10pcs Spindel 52x;Philips;CR7D5NB10/00;8712581334543;84735080;CD-Medien;B;0.198;0.125;0.140;0.030;0
103158;5;EUR;5.48;CD-R Philips 700MB  25pcs Spindel 52x;Philips;CR7D5NB25/00;8710895782258;84735080;CD-Medien;B;0.432;0.125;0.140;0.050;0
103159;16;EUR;9.32;CD-R Philips 700MB  50pcs Spindel 52x;Philips;CR7D5NB50/00;8710895782272;84735080;CD-Medien;B;0.845;0.125;0.140;0.090;0
103161;9;EUR;18.49;CD-R Philips 700MB  100pcs Spindel 52x;Philips;CR7D5NB00/00;8710895794060;84735080;CD-Medien;B;1.623;0.125;0.140;0.160;0
103163;5;EUR;6.01;CD-R Philips 700MB  10pcs jewel case,carton box,printable;Philips;CR7D5JJ10/00;8710895892346;84735080;CD-Medien;B;0.900;0.127;0.145;0.106;0
103164;30;EUR;6.05;CD-R Philips 700MB  25pcs spindel inkjet printable;Philips;CR7D5JB25/00;8710895892377;84735080;CD-Medien;B;0.368;0.125;0.140;0.050;0
103167;7;EUR;6.10;CD-R Philips 800MB  10pcs jewel case carton box mutlispeed;Philips;CR8D8NJ10/00;8710895770545;84735080;CD-Medien;B;0.901;0.127;0.145;0.106;0
103168;11;EUR;10.47;CD-RW Philips 700MB  10pcs jewel case carton box 4-12x;Philips;CW7D2NJ10/00;8710101894928;84735080;CD-Medien;B;0.892;0.105;0.145;0.125;0
103172;10;EUR;6.49;CD-R Philips Audio 80min 10pcs jewel case carton box;Philips;CR7A0NJ10/00;4021587502561;84735080;CD-Medien;B;0.875;0.105;0.140;0.125;0
103179;8;EUR;5.06;DVD+R Philips 8,5GB 5pcs jewel carton box 8x double;Philips;DR8S8J05C/00;8710895992138;84735080;DVD-Medien;B;0.447;0.127;0.145;0.055;0
103184;3;EUR;806.51;"Server Geh Super Micro 3U/2x920W/16x3.5""     SC836BE16-R920B";Super Micro;CSE-836BE16-R920B;672042104185;84733080;Gehäuse;B;31.000;0.680;0.875;0.325;0
103187;25;EUR;17.76;DVD+R Philips 8,5GB 25pcs spindel printable 8x double;Philips;DR8I8B25F/00;8712581383787;84735080;DVD-Medien;B;0.356;0.125;0.140;0.050;0
103193;16;EUR;3.49;DVD+R Philips 4,7GB 10pcs spindel 16x;Philips;DR4S6B10F/00;8710895922302;84735080;DVD-Medien;B;0.207;0.125;0.140;0.030;0
103195;7;EUR;7.36;DVD+R Philips 4,7GB 25pcs spindel 16x;Philips;DR4S6B25F/00;8710895911795;84735080;DVD-Medien;B;0.465;0.125;0.140;0.050;0
103196;11;EUR;11.60;DVD+R Philips 4,7GB 50pcs spindel 16x;Philips;DR4S6B50F/00;8710895922333;84735080;DVD-Medien;B;0.888;0.125;0.140;0.090;0
103197;2;EUR;23.99;DVD+R Philips 4,7GB 100pcs spindel 16x;Philips;DR4S6B00F/00;8710895922357;84735080;DVD-Medien;B;1.614;0.142;0.163;0.157;0
103198;8;EUR;3.49;DVD-R Philips 4,7GB 10pcs spindel 16x;Philips;DM4S6B10F/00;8710895922524;84735080;DVD-Medien;B;0.204;0.125;0.140;0.030;0
103199;14;EUR;7.36;DVD-R Philips 4,7GB 25pcs spindel 16x;Philips;DM4S6B25F/00;8710895922555;84735080;DVD-Medien;B;0.463;0.125;0.140;0.050;0
10320;0;EUR;99999.99;cartridge Epson Stylus C42/C44   zw T0361;Epson;C13T036140;8715946355665;84439990;Patronen Epson;K;0.037;0.051;0.088;0.027;0
103200;15;EUR;13.99;DVD-R Philips 4,7GB 50pcs spindel 16x;Philips;DM4S6B50F/00;8710895922579;84735080;DVD-Medien;B;0.883;0.125;0.140;0.090;0
103201;9;EUR;24.72;DVD-R Philips 4,7GB 100pcs spindel 16x;Philips;DM4S6B00F/00;8710895922593;84735080;DVD-Medien;B;1.715;0.125;0.140;0.165;0
103203;22;EUR;7.53;DVD+R Philips 4,7GB 25pcs spindel 16x printable;Philips;DR4I6B25F/00;8710895924252;84735080;DVD-Medien;B;0.464;0.125;0.140;0.050;0
103206;27;EUR;7.49;DVD-R Philips 4,7GB 25pcs spindel 16x printable;Philips;DM4I6B25F/00;8710895924306;84735080;DVD-Medien;B;0.467;0.125;0.140;0.050;0
103208;4;EUR;5.56;DVD+RW Philips 4,7GB 5pcs jewel case 4x foil;Philips;DW4S4J05F/10;8710895787710;84735080;DVD-Medien;B;0.430;0.125;0.140;0.050;0
103209;21;EUR;6.62;DVD+RW Philips 4,7GB 10pcs spindel 4x;Philips;DW4S4B10F/10;8710895795609;84735080;DVD-Medien;B;0.218;0.125;0.142;0.032;0
103210;8;EUR;16.66;DVD+RW Philips 4,7GB 25pcs spindel 4x;Philips;DW4S4B25F/00;8710895887281;84735080;DVD-Medien;B;0.467;0.142;0.135;0.043;0
103211;3;EUR;4.99;DVD-RW Philips 4,7GB 5pcs jewel case 4x foil;Philips;DN4S4JO5F/00;8712581386276;84735080;DVD-Medien;B;0.425;0.122;0.142;0.050;0
103212;36;EUR;7.89;DVD-RW Philips 4,7GB 10pcs spindel 4x;Philips;DN4S4B10F/00;8712581386290;84735080;DVD-Medien;B;0.211;0.125;0.140;0.032;0
103213;29;EUR;16.49;DVD-RW Philips 4,7GB 25pcs spindel 4x;Philips;DN4S4B25F/00;8712581386320;84735080;DVD-Medien;B;0.486;0.125;0.140;0.055;0
103236;0;EUR;99999.99;Bluray Philips 25GB 10pcs BD-R  jewel case 6x;Philips;BR2S6J10C/00;8712581532000;84735080;Bluray Medien;K;0.864;0.111;0.143;0.132;0
103237;3;EUR;12.99;Bluray Philips 25GB 10pcs BD-R  spindel 6x;Philips;BR2S6B10F/00;8712581526689;84735080;Bluray Medien;B;0.208;0.125;0.140;0.030;0
103239;28;EUR;15.49;Bluray Philips 25GB 10pcs BD-RE spindel 2x;Philips;BE2S2B10F/00;8712581526627;84735080;Bluray Medien;B;0.225;0.142;0.142;0.033;0
103240;6;EUR;5.99;USB-Stick  8GB Philips 2.0 USB Drive Urban;Philips;FM08FD35B/00;8712581556136;85235110;USB-Speicher;B;0.017;0.130;0.100;0.010;0
103241;0;EUR;99999.99;USB-Stick 16GB Philips 2.0 USB Drive Urban;Philips;FM16FD35B/00;8712581565039;85235110;USB-Speicher;K;0.019;0.130;0.100;0.010;0
103249;0;EUR;99999.99;SD Card  8GB Philips  Cl.4;Philips;FM08SD35B/10;8712581614317;85235110;SD Karten;K;0.013;0.130;0.100;0.005;0
10325;0;EUR;14.40;Joystick Thrustm. USB                                   (PC) retail;Thrustmaster;2960623;3362932912170;84716070;Joysticks;K;0.632;0.165;0.024;0.016;0
103250;0;EUR;99999.99;SD Card 16GB Philips  Cl.4;Philips;FM16SD35B/10;8712581614324;85235110;SD Karten;K;0.013;0.130;0.100;0.005;0
103251;3;EUR;13.93;SD Card 32GB Philips  Cl.4;Philips;8732SD35B/10;8712581627744;85235110;SD Karten;B;0.013;0.100;0.130;0.005;0
103252;13;EUR;6.00;SD MicroSD Card  8GB Philips CL.4;Philips;FM08MD35B/10;8712581624033;85235110;SD Karten;B;0.016;0.130;0.100;0.010;0
103253;0;EUR;99999.99;SD MicroSD Card 16GB Philips CL.4 inkl. Adapter;Philips;FM16MD35B/10;8712581624040;85235110;SD Karten;K;0.019;0.130;0.100;0.010;0
103254;9;EUR;21.32;SD MicroSD Card 32GB Philips CL.4;Philips;FM32MD35B/10;8712581624057;85235110;SD Karten;B;0.018;0.230;0.100;0.008;0
103284;0;EUR;35.59;Inter-Tech Geh Eterno A6 Confident-RTX zonder Voeding zwart USB3.0;Inter Tech;88881150;4260133120358;84735080;Gehäuse;K;6.660;0.533;0.535;0.260;0
103306;0;EUR;44.19;Toner Samsung MLT-D101S      1.500 pagina's;Samsung;MLT-D101S/ELS;8806071674742;84439990;Toner Samsung;K;0.862;0.157;0.346;0.109;0
103355;5;EUR;5.39;replacement füße DIGITUS voor netwerkschränke, 4 Stk;Digitus Professional;DN-19 FEET;4016032193623;83024200;"19"" Zubehör";B;0.332;0.080;0.105;0.080;0
103369;6;EUR;11.90;LogiLink USB Kabel A -> A St/Bu 15.00m Verl. zw;Logilink;UA0145;4052792000108;85176990;USB-Kabel;B;0.645;0.152;0.294;0.061;0
103371;3;EUR;12.30;LogiLink USB Kabel A -> A St/Bu 25.00m Verl. zw;Logilink;UA0147;4052792000122;85176990;USB-Kabel;B;0.955;0.143;0.290;0.060;0
103390;2;EUR;45.00;LogiLink DVB-T ID TV Receiver voor iPad2 und iPhone 4S;Logilink;VG0014;4052792000009;85176990;Apple Zubehör;B;0.104;0.190;0.130;0.045;0
103393;10;EUR;0.63;LogiLink USB Adapter USB 2.0 A St/ A Bu;Logilink;AU0025;4052792001907;85176990;USB-Adapter;B;0.001;0.045;0.057;0.020;0
103403;18;EUR;37.69;cartridge Epson  WP4000/4500    bk T7011     XXL;Epson;C13T70114010;8715946487090;84439990;Patronen Epson;B;0.129;0.086;0.143;0.030;0
103405;8;EUR;30.50;cartridge Epson  WP4000/4500    cy T7012     XXL;Epson;C13T70124010;8715946490090;84439990;Patronen Epson;B;0.128;0.086;0.142;0.030;0
103406;31;EUR;30.83;cartridge Epson  WP4000/4500    ma T7013     XXL;Epson;C13T70134010;8715946487113;84439990;Patronen Epson;B;0.132;0.086;0.143;0.030;0
103407;3;EUR;31.17;cartridge Epson  WP4000/4500    ye T7014     XXL;Epson;C13T70144010;8715946487120;84439990;Patronen Epson;B;0.134;0.086;0.143;0.030;0
103417;0;EUR;1266.00;LANCOM GS-2352;LANCOM;61472;4044144614729;85176200;Switche;W;5.180;0.482;0.553;0.107;0
103419;5;EUR;67.85;Inter-Tech Server-Netzteil FSP300-701UJ  1HE   300W 80+B;Inter Tech;88887031;4711140488806;85044030;Server Netzteile;B;1.360;0.406;0.142;0.058;0
10342;0;EUR;89.44;batterij APC USV RBC18;APC;RBC18;731304014003;85072080;Batterien;K;3.220;0.210;0.390;0.055;0
103421;0;EUR;313.55;Inter-Tech Server-Netzteil FSP450-80EVMR 2HE 2x450W 80+  red;Inter Tech;88887033;4014619374120;85044030;Server Netzteile;K;3.792;0.164;0.229;0.086;0
103443;0;EUR;99999.99;Cisco WL-Antenne AIR-ANT2422SDW-R;Cisco Classic;AIR-ANT2422SDW-R;882658268014;85176200;Wireless Network;K;0.056;0.065;0.148;0.020;0
103449;9;EUR;123.60;"TFT SDC  17.8cm ( 7"")   OF  T7     Open Frame einbaugeschikt";SDC;SDC-OF-T7;4260179060311;85285210;TFT-Monitore;B;1.447;0.210;0.293;0.090;0
103450;0;EUR;99999.99;"TFT SDC  20.3cm ( 8"")   OF  T8     Open Frame einbaugeschikt";SDC;SDC-OF-8T;4260179060328;85285210;TFT-Monitore;K;1.865;0.200;0.296;0.090;0
103451;115;EUR;10.12;Touchpen SDC m. houderung f. resistive Touchscreen;SDC;TOUCHSTIFT;4260179060168;85044030;Zubehör;B;0.025;0.055;0.160;0.015;0
